"","p 1","p 2","p 3","p 4","p 5","p 6","p 7","p 8","p 9","p 10"
"1",0.228351143781233,0.401578545349959,0.966487318888073,0.930502869943377,0.88319736157318,0.991644205104858,0.841784740405267,0.672032058035836,0.353341019484129,0.773972643281974
"2",0.894768669300172,0.994444370586387,0.931464070957503,0.936863386182732,0.908782261401353,0.983066108141217,0.95788586639426,0.990846729937412,0.679831271266665,0.752701855442785
"3",0.595750644425639,0.572417895176728,0.169593042913529,0.839306403899378,0.710904731759035,0.266228183402825,0.841565710304406,0.973631486119067,0.343318174245215,0.985316358622016
"4",0.996064610956409,0.95981968087731,0.981408357627791,0.426362997040365,0.873329787041652,0.718076237296535,0.781026288815883,0.846046524760573,0.905242180649629,0.906443528794096
"5",0.605435975582304,0.965200507975581,0.774024410685761,0.791392805668854,0.940851351490785,0.985471497112378,0.997884988044307,0.9911453157378,0.726009276124072,0.991211338686248
"6",0.907005543557367,0.942232664223851,0.991417253766594,0.994869983969063,0.86953102628576,0.810100540812326,0.92915814790211,0.956346698377098,0.805124399173684,0.939066223012216
"7",0.107386825650481,0.814530284154028,0.746979365274049,0.936557900375321,0.976805292106488,0.984558132843279,0.891286365997351,0.959685216188264,0.947472774644323,0.85113992737082
"8",0.925766909270567,0.995066776507349,0.892345397401503,0.874052548861077,0.536389466239993,0.989672953610572,0.0358042377020373,0.664392507702237,0.381467160413754,0.987575036783086
"9",0.765782480159464,0.904654814841394,0.598346541256546,0.782504837634657,0.853038180296334,0.847997168135043,0.994816438389338,0.728050768150181,0.982423073864089,0.98896800694601
"10",0.957605361959086,0.989386195885513,0.976580829474334,0.992578347070643,0.98864145366511,0.956034413839057,0.376476716550884,0.659181590089078,0.896159063204945,0.466505732129863
"11",0.551323774091978,0.847364228514682,0.68227989608378,0.83932361459021,0.988114386072011,0.356823128725486,0.954408349188462,0.380652645684233,0.741341202690806,0.893712510370599
"12",0.470920347144002,0.98319120873956,0.920133777122835,0.936212301214734,0.826426014866734,0.605482789536502,0.983777265674057,0.376086969737409,0.819829049736484,0.956849256811392
"13",0.977306232711009,0.920758448940969,0.899624821830212,0.597624139867812,0.933868582787128,0.879367277141511,0.905162949008487,0.941158805474149,0.912983947795214,0.96689529821065
"14",0.296162410498876,0.975535622055296,0.930185065747187,0.451928829789049,0.991501395406357,0.990015810861592,0.712912466125249,0.586226374706379,0.925199737759031,0.886369613373342
"15",0.327512148484387,0.258862424036399,0.992641185630004,0.994872871801127,0.98257478821204,0.0875288135880556,0.99330832417273,0.930146629575219,0.938989083893427,0.982061074820351
"16",0.331270190829498,0.598670066157192,0.759659837458222,0.636751286165701,0.826789167500799,0.677189708589744,0.994765912626854,0.962192396515818,0.772766085337134,0.911956868202852
"17",0.991808791467154,0.5281902594588,0.988668046751131,0.816819298363283,0.987075890607116,0.700077475239722,0.990894988617996,0.916683279046879,0.99684619152432,0.749479643817038
"18",0.965946679416539,0.976052579767983,0.95201733468566,0.802313778936761,0.76684336282409,0.993448319861695,0.35955212149562,0.743205357584054,0.917615226449721,0.912776571498418
"19",0.901244304496085,0.584350466253194,0.992196522903292,0.959723062910514,0.981752581986887,0.730755386368757,0.827756935975636,0.774090936375331,0.941282832848281,0.873798663959059
"20",0.989456029473692,0.766575972064418,0.885887143514293,0.655465126532198,0.801916611380151,0.995438512458552,0.923437659639795,0.328664827553354,0.883209778814162,0.794926080314338
"21",0.864156688695745,0.939176942148074,0.616462004766448,0.673111538443509,0.751664238122884,0.898600722674458,0.495039610415979,0.601642629722233,0.879594297639859,0.823517961048566
