"","p 1","p 2","p 3","p 4","p 5","p 6","p 7","p 8","p 9","p 10"
"1",0.984331862593807,0.992049619170492,0.996870410670057,0.896278114374812,0.692451485221178,0.98753755607972,0.992571266531246,0.496702431270998,0.95280834052973,0.836522909709799
"2",0.52310860530213,0.735539903516451,0.511236633253922,0.886323272626736,0.990305191312388,0.654503100103787,0.992036209431358,0.991375420101002,0.649014236075558,0.980901375482863
"3",0.681850839719007,0.976970733588485,0.993424745566856,0.912472048051902,0.91181400211083,0.242224538102816,0.983260459442074,0.727099212000614,0.99295204468687,0.985438316575133
"4",0.989115366479601,0.620853141649524,0.734700967950342,0.88825505317707,0.964512968562563,0.715926432604972,0.669386245214459,0.882938699451864,0.993696809061687,0.993252944782833
"5",0.982873114741476,0.913597086678896,0.995792486948926,0.905963290489085,0.623026743378401,0.765789230522028,0.989424015099865,0.961529904460792,0.990910190280299,0.991824610163589
"6",0.9470933180242,0.655790922618956,0.827775180817593,0.928088861875373,0.96024116975396,0.981042414508415,0.931353467173715,0.635111031288928,0.827700756059987,0.686898617294245
"7",0.877244101702537,0.58647267681209,0.992759066714698,0.669863707365173,0.282627209478074,0.469020026965212,0.904128398558574,0.933301298235777,0.569616153560043,0.913312094428766
"8",0.993799179139306,0.991903529634121,0.88955075117128,0.854710239262425,0.989208480972867,0.739190578725586,0.992228319871709,0.51875826942184,0.71872119926263,0.595333675525261
"9",0.662269952287956,0.496200555303259,0.963690194078949,0.333179821570366,0.7041352046374,0.713859678914376,0.945351082282207,0.9939850560823,0.0927214341333399,0.751437449558436
"10",0.916361800619822,0.979999802003365,0.955402826506606,0.844347350209503,0.981529690746876,0.884900529216418,0.993656839230101,0.964261493819894,0.985268554613208,0.887016108920926
"11",0.907574976399692,0.784150265024734,0.974483634222513,0.575134628237008,0.685378544704975,0.218758978150192,0.979089219505866,0.229039014938186,0.55664484395191,0.936997475972309
"12",0.997137065472916,0.577667234231756,0.986468310940737,0.497042481917464,0.990554235573095,0.994512955673523,0.800291266596644,0.918793176382711,0.863319257782105,0.981364762677496
"13",0.747150245067801,0.861252744387607,0.987772777907067,0.995322372349471,0.982536021686724,0.990005184128452,0.990383353341839,0.95615301081385,0.420585178552341,0.982438760766676
"14",0.70915529381776,0.970194045520798,0.177070437936236,0.990151619302707,0.141496993245977,0.97198641735565,0.914404421005151,0.919763209322767,0.19510364031026,0.987419427429816
"15",0.562536880674212,0.632801963324727,0.977924831567931,0.962108581400009,0.586148828999044,0.977340192419486,0.980558799705463,0.886069438472371,0.963108855956449,0.900845307074501
"16",0.683492467433661,0.355269277378811,0.962759252221245,0.76278978415564,0.956673683361205,0.993311598737623,0.99469438630243,0.991777969208001,0.839535115593643,0.926058930320208
"17",0.893756332698892,0.989423770720806,0.993397265543332,0.696399924844584,0.622930879492989,0.242145887852452,0.257668547461439,0.554103698768122,0.967283870547634,0.557548701481655
"18",0.3890026084692,0.970677182935802,0.52970569480017,0.624717512358283,0.655988501551712,0.951461459030142,0.993219301205113,0.997194895078573,0.658730397730811,0.847306611649969
"19",0.634133440547271,0.43101421937098,0.502387705106464,0.491312357711791,0.968230642526985,0.991737609776788,0.548798764427483,0.9902520187279,0.72004151967881,0.539705621209069
"20",0.947003443868296,0.771088084509894,0.927053494401641,0.755263803139007,0.676791187688772,0.493927578776884,0.795612098733591,0.683643284449802,0.906846934046049,0.990598896564002
"21",0.90579616057892,0.98624977705275,0.843566484861373,0.895236201997938,0.61845363698478,0.846184864278357,0.639542129977424,0.9919118186072,0.961558962723715,0.777577449693695
"22",0.916582830628003,0.392284509359998,0.834317728693328,0.695906888737527,0.991816865794616,0.751715090399046,0.768767913642527,0.948486014630862,0.915862978321433,0.993243746276765
"23",0.813581750599219,0.892507736036325,0.895266141686834,0.700230250770591,0.917293669734519,0.882580114296308,0.530914097800604,0.954075847129553,0.930465192505386,0.817717515024804
"24",0.963907003727366,0.66613069160403,0.724604994344409,0.975658790283839,0.323647221351444,0.983377716084711,0.982421191657007,0.844947033463987,0.996229117435635,0.905141271793706
"25",0.979980360879501,0.98544163522958,0.990761963512782,0.87880998525714,0.976055595386317,0.996335826857762,0.97283564863736,0.787704349433943,0.990680352037347,0.926228324363508
"26",0.156405112737705,0.804966744221742,0.953368301618058,0.985381393841149,0.570076723917067,0.657086034023005,0.815606331434668,0.992742236995131,0.855965535504422,0.847006344151027
"27",0.825628802302491,0.786689464337251,0.994006573133732,0.938437766755076,0.678277494374736,0.831570626762445,0.617884734796224,0.570471136080751,0.991418480572569,0.933868983001703
"28",0.72072930515805,0.991933502853003,0.963167753171731,0.342096679965788,0.813948285805039,0.98031698577801,0.907579019934968,0.99745573736206,0.990586042952891,0.9578810588725
"29",0.566290356177775,0.874339521294877,0.97346355452731,0.620351907725534,0.999256124440106,0.995361370566326,0.99176161977686,0.96454501535851,0.973959365203183,0.967377295796162
"30",0.920714949467308,0.931882958237465,0.991021392438595,0.884203421997228,0.825959571464975,0.927741173157186,0.809669865896643,0.483668520735799,0.727595484919188,0.851521306307136
"31",0.994646691744143,0.822372461713258,0.816158755023253,0.990430831768745,0.993425132085368,0.968515662186826,0.903542060049775,0.626829434681899,0.755728722698783,0.167504163746659
"32",0.915399869004139,0.462900612761583,0.580173853090396,0.992490372893695,0.94025537754127,0.965561867233722,0.728316716175213,0.937667080552834,0.960375776886772,0.867264655574701
"33",0.858675623308456,0.901576297777021,0.992606547306518,0.92851856159384,0.990681860116694,0.958829246479027,0.634838513768961,0.728114460646273,0.992427798206301,0.992742513508108
"34",0.990386524826553,0.890404704879686,0.984773274893552,0.615936363903796,0.754622435761501,0.908962819859394,0.991249538265995,0.856647359274365,0.635641742165096,0.358670168041361
"35",0.337388203188496,0.831098691922774,0.751064868101023,0.61822612883465,0.829670775074976,0.903805604509549,0.291997162022706,0.95580413363559,0.956740502523881,0.996491203719124
"36",0.967051487006725,0.513699885507171,0.706905027098789,0.991286286498794,0.639412661471447,0.955136470030607,0.888389107663619,0.933718594290305,0.820241012490525,0.949376483961335
"37",0.986116543656586,0.937605603633481,0.82102345344393,0.898930175687162,0.847351162347878,0.991778887009414,0.986551076635064,0.992789022111774,0.989804093948511,0.572720309410121
"38",0.850725341248371,0.890018785563744,0.972386007377376,0.901042198344801,0.573106260326879,0.120093413580252,0.990040815213571,0.801360326602121,0.961174013471378,0.740240288542018
"39",0.904308556400649,0.988800358622947,0.801468121642817,0.961541209022134,0.173472712272744,0.87776830381658,0.983485671895241,0.945131666146614,0.720483556666788,0.993821942029253
"40",0.943387576063787,0.990709053529908,0.673721078801119,0.5411345351028,0.95217253091262,0.670953800726574,0.942070293545003,0.980150104417054,0.992209510851293,0.879605138999068
"41",0.939384121832949,0.572008315130866,0.95343610488905,0.407452392322479,0.990761067522064,0.608392199645844,0.356851196888793,0.542092346108423,0.931024659220966,0.991966843985051
"42",0.990402728493957,0.805034999982218,0.875027391938725,0.971744640297534,0.78132394066962,0.903546018631662,0.772845204728674,0.622279573515656,0.198746554037241,0.990704374518984
"43",0.808326779312475,0.938231132342156,0.769337261668288,0.740990013645913,0.779135669142518,0.983081193973753,0.663501961643576,0.966692288805703,0.188032410706463,0.468807427183595
"44",0.803336142117058,0.929677911359393,0.965075063074772,0.776152639976339,0.189295468921476,0.49445873493052,0.849103135019887,0.663791803292736,0.837708944942376,0.912103791686052
"45",0.810097305108788,0.421284014085261,0.99284240236167,0.880893539788104,0.0896220914229809,0.991242994891291,0.377183880131449,0.930568371318356,0.792257994828179,0.992816559021039
"46",0.987976529038747,0.924584217794065,0.544711361852066,0.681335695308289,0.920310765801383,0.241842012262355,0.99102918580102,0.954644891961336,0.947395450634253,0.955511919142781
"47",0.933142916833137,0.794519660293455,0.6975638370565,0.982714765477741,0.885638797331402,0.991320211872361,0.914906662371945,0.825682950965018,0.676116496486171,0.772960332615441
"48",0.966998746214191,0.917928312501948,0.801957307996515,0.984628407545204,0.905351742336085,0.875539502500787,0.978156807262024,0.557923814007639,0.976772937747712,0.990450570223037
"49",0.716914530540367,0.993892140250446,0.866313199761572,0.290179408552349,0.955636052694118,0.792194786208762,0.952568307352016,0.152642576759346,0.89100157703627,0.992545304960496
"50",0.520632206906321,0.939285794674875,0.672538561658134,0.280164173041447,0.983994338596243,0.836710053541869,0.846565292835091,0.82268737884276,0.84177449653687,0.986582565499012
"51",0.726290884824108,0.93785462882309,0.736921636908473,0.993084234925739,0.545085264345773,0.932161454406218,0.977137536466669,0.99047721596549,0.177876038664211,0.919003867263972
"52",0.691820918080095,0.736257004538397,0.304771634061982,0.990649542366662,0.927853432160374,0.87729167414411,0.768500225615227,0.857151496280413,0.991941981302243,0.967801184089352
"53",0.922169034810504,0.984569715264073,0.943501221914321,0.93637428516628,0.985037580679733,0.520011028142136,0.968239380210222,0.960557398837013,0.63540807089407,0.679053354965728
"54",0.413269408616387,0.841847113730348,0.884272422598801,0.804539370138616,0.644172194457567,0.862210422697907,0.837205201749003,0.997366357130382,0.980972428181943,0.665078014015213
"55",0.856086791067148,0.991108465275409,0.845907176048952,0.973054820126916,0.983982174869442,0.990710999516059,0.828337857257253,0.523132096044942,0.928241801347945,0.990911768546981
"56",0.976943680334971,0.503743357803095,0.959254684473132,0.990637375320436,0.382238538295974,0.908799806740762,0.706809119249508,0.682961650619935,0.550386777894915,0.992556761552908
"57",0.651579676482271,0.809442811198745,0.978388958153666,0.472340465868116,0.187085950142821,0.753159835292928,0.991217903490231,0.855757967191241,0.993367139969917,0.993658362211885
"58",0.950411938664985,0.622590578692693,0.944362810955185,0.993692494417483,0.778786956781802,0.975996065280385,0.993341375281569,0.991115626955807,0.320306958751309,0.686591411321255
"59",0.993748390591085,0.643348878220861,0.987532804839176,0.307828240343531,0.783140129384727,0.24779787690863,0.193478886420997,0.946861901558745,0.902555703691709,0.734130801643382
"60",0.709098569212498,0.869946034363703,0.904524620292115,0.95914628350907,0.692868647150134,0.635181928205296,0.873219740801976,0.743168469656163,0.834937924112082,0.322110577116311
"61",0.865494205824149,0.906194559580194,0.968055795523681,0.990463219335457,0.979421989650638,0.464593486425621,0.982543027537284,0.950653381952628,0.90322169004481,0.926365894643245
"62",0.977138010725561,0.617505603997157,0.698012342694451,0.77532864585261,0.85610875021254,0.979368351957546,0.887933080223633,0.992813389762787,0.990192686159616,0.711781339438514
"63",0.902414298564004,0.712241595313627,0.992287087886194,0.972374702163865,0.589097404105269,0.316750125753679,0.951247524939191,0.393960427211301,0.919229242232235,0.981498789913798
"64",0.905949766559234,0.984954681032119,0.728270025148068,0.913843037919746,0.93858557435534,0.986779802587685,0.961063945440954,0.915764216035459,0.848787966613144,0.931100714197582
