"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
14.0809209346771,15.5197427272797,17.2958800792694,18.5971510410309,20.0408384799957,21.1681303977966,22.4765305519104,23.8423988819122,25.2752196788788,45.7418282032013,1.29730122884115
14.216789484024,15.8216977119446,17.0638303756714,18.3928236961365,20.0316565036774,21.0800683498383,22.6606178283691,23.7189176082611,25.242659330368,45.7907483577728,1.29969246387482
14.1078536510468,15.5034213066101,17.1277222633362,18.3653597831726,20.1331963539124,20.9468472003937,22.42414021492,23.6439900398254,25.2224335670471,45.8762154579163,1.2951758146286
14.1155924797058,15.6964483261108,17.1644899845123,18.3182818889618,19.7234745025635,21.1107971668243,22.4635093212128,23.820289850235,25.3935885429382,45.5862078666687,1.29559658765793
14.3362145423889,15.6467032432556,17.1805748939514,18.5836412906647,19.8634991645813,21.4121127128601,22.3802523612976,23.9480209350586,25.2499127388,45.6691293716431,1.30827003320058
14.3511548042297,15.4802947044373,17.2187521457672,18.4410312175751,19.9827377796173,21.1322400569916,22.4312200546265,23.8162794113159,25.4621098041534,45.8116931915283,1.29784005085627
14.1547291278839,15.7860963344574,17.0314404964447,18.4937279224396,19.9096961021423,21.1581752300262,22.4302306175232,23.8924832344055,25.4229333400726,45.7736418247223,1.30013597806295
14.4220111370087,15.3630650043488,17.2572906017303,18.4831402301788,19.6522059440613,21.1274425983429,22.2941777706146,23.9186968803406,25.287318944931,45.6970217227936,1.30462412834167
14.0378696918488,15.6754019260406,17.0710394382477,18.5041418075562,19.8211641311646,21.3465085029602,22.5351369380951,23.9997146129608,25.2832822799683,45.828794002533,1.29911515712738
14.3645403385162,15.7099657058716,17.3645746707916,18.6627144813538,19.8147964477539,21.4884712696075,22.3257281780243,23.923104763031,25.194326877594,46.0299687385559,1.29469007651011
14.2150685787201,15.7428250312805,17.1779794692993,18.6122405529022,19.8678064346313,21.2139880657196,22.4504797458649,23.7633941173553,25.3242797851562,45.5712866783142,1.30053025484085
14.3800618648529,15.5656189918518,17.0743668079376,18.4112496376038,19.808064699173,21.0538704395294,22.674530506134,23.7908096313477,25.3570485115051,46.1467118263245,1.29745355447133
14.3025414943695,15.5611827373505,17.2644083499908,18.4169859886169,19.7996473312378,21.0315670967102,22.5924320220947,24.0267064571381,25.0912687778473,45.73113489151,1.30175087054571
14.1314523220062,15.8733296394348,17.2749507427216,18.597722530365,19.8938167095184,21.2126297950745,22.6215198040009,24.0138864517212,25.0978562831879,45.589720249176,1.29750731388728
14.2673003673553,15.7229428291321,16.9854192733765,18.5255889892578,19.8488252162933,21.1956789493561,22.1996374130249,23.6534690856934,25.4304883480072,45.8607301712036,1.2941841562589
14.2483303546906,15.6563549041748,17.0070135593414,18.4664032459259,19.9393928050995,21.2520339488983,22.6462643146515,23.913022518158,25.3382742404938,45.781938791275,1.30229088862737
14.159824848175,15.8089170455933,17.1369109153748,18.1378486156464,19.5706734657288,21.1208794116974,22.3748495578766,24.1796200275421,25.0994963645935,45.7644834518433,1.29407283067703
14.3056817054749,15.6951518058777,17.1826100349426,18.4674520492554,19.9863693714142,21.1645977497101,22.5325448513031,23.7596275806427,25.4599080085754,45.9934289455414,1.29467672506968
14.005049943924,15.7421736717224,17.1536588668823,18.3951148986816,19.7963314056396,21.1424086093903,22.4473147392273,24.1602132320404,25.2198464870453,45.8337008953094,1.29846350351969
14.375013589859,15.5602867603302,17.2195308208466,18.38600897789,19.886510848999,21.2703280448914,22.3688850402832,23.8648517131805,25.4242656230927,45.8756222724915,1.29805190563202
14.2615141868591,15.4488120079041,17.1172480583191,18.5252168178558,19.693333864212,21.2707931995392,22.4718580245972,24.1071705818176,25.3835275173187,45.8322608470917,1.30295460621516
14.2158997058868,15.6042146682739,17.1022539138794,18.3978843688965,19.6389586925507,21.2648305892944,22.3714694976807,24.0447416305542,25.0089037418365,45.8254992961884,1.29501610994339
14.2696964740753,15.710193157196,17.1264708042145,18.3754329681396,19.9735305309296,21.4558525085449,22.5856573581696,24.0456216335297,25.2844846248627,45.729083776474,1.30034817854563
14.0397465229034,15.8042240142822,17.3145434856415,18.3871994018555,19.704642534256,21.1004974842072,22.3875060081482,24.1300637722015,25.1077942848206,45.930920124054,1.29919881820679
14.2015862464905,15.7267949581146,17.0076348781586,18.3667731285095,19.6393775939941,21.219286441803,22.5181937217712,24.1637921333313,25.0411365032196,45.9491727352142,1.2978019118309
13.9239151477814,15.5573010444641,17.0463826656342,18.2698795795441,19.867020368576,21.212792634964,22.6301093101501,23.9612991809845,25.1241543292999,45.9096562862396,1.29537247419357
14.2108159065247,15.5299372673035,17.1629447937012,18.3104774951935,19.6139116287231,21.3180394172668,22.5263366699219,23.9519538879395,25.4404022693634,45.9439473152161,1.30229818026225
14.308337688446,15.7242455482483,17.0412554740906,18.363785982132,19.841032743454,21.2901659011841,22.4418399333954,23.8576018810272,25.2320919036865,45.8205735683441,1.29415681759516
14.3439426422119,15.6252248287201,17.0226759910583,18.5255308151245,19.8104062080383,21.3453943729401,22.5707635879517,23.670339345932,25.404453754425,45.8700199127197,1.29723424514135
14.0806889533997,15.5599758625031,17.0822687149048,18.4651234149933,19.741956949234,21.2477934360504,22.4867813587189,23.7130904197693,25.3436901569366,45.7641069889069,1.29591009219488
14.4451012611389,15.5610330104828,17.2764196395874,18.6364052295685,19.7102122306824,21.2339515686035,22.5971276760101,23.7999308109283,25.3400659561157,45.878830909729,1.30108998219172
14.2942297458649,15.6284115314484,16.9706203937531,18.527755022049,19.8046207427979,21.4462113380432,22.4938962459564,23.8942127227783,25.2893326282501,45.7929944992065,1.29518240690231
14.1543908119202,15.5642151832581,17.0075106620789,18.5539498329163,19.8256144523621,21.2055771350861,22.3115828037262,24.1100540161133,25.528153181076,45.5998122692108,1.29411498308182
14.1805090904236,15.7206878662109,16.8391313552856,18.4251978397369,19.7054972648621,21.3263874053955,22.1915488243103,24.1203629970551,25.2099483013153,45.8767378330231,1.29837879339854
14.0740036964417,15.4551949501038,17.1727955341339,18.5562148094177,20.0004067420959,21.1184628009796,22.2869238853455,24.0253984928131,25.3285682201385,45.8186910152435,1.29914261500041
14.2690536975861,15.5705819129944,17.0489656925201,18.4280083179474,19.8540451526642,21.1473889350891,22.2644190788269,23.8509860038757,25.0788969993591,45.9865431785583,1.29633760054906
14.1808390617371,15.63507771492,16.9221301078796,18.4972066879272,19.9251737594604,21.1969842910767,22.303964138031,23.8692266941071,25.2399020195007,45.8069968223572,1.30050572156906
14.3317301273346,15.5835647583008,17.207745552063,18.4953303337097,19.9031496047974,21.1629528999329,22.6833693981171,23.9888114929199,25.1839168071747,45.8008489608765,1.29688028097153
14.3121674060822,15.6007301807404,17.2544951438904,18.3067119121552,19.7898724079132,21.2358243465424,22.3431196212769,23.7919237613678,25.4539289474487,45.9817845821381,1.2925507346789
14.1109318733215,15.5954577922821,17.0861823558807,18.484043598175,20.0287714004517,21.3131768703461,22.2525720596313,23.7909100055695,25.4552817344666,45.8116848468781,1.29240373770396
14.3748781681061,15.7071800231934,17.3961977958679,18.4048204421997,19.9149856567383,21.0054588317871,22.4791951179504,24.0767433643341,25.3208239078522,45.667352437973,1.29585319757462
14.0600910186768,15.5864708423615,17.1070871353149,18.3914070129395,19.6158385276794,21.0202746391296,22.3442451953888,23.9235577583313,25.0653877258301,45.8034915924072,1.29984933932622
14.4770317077637,15.7992067337036,17.1791641712189,18.4883100986481,19.9763612747192,21.3530030250549,22.5095064640045,23.8605298995972,25.2263159751892,45.9386346340179,1.29583440621694
14.063045501709,15.6958470344543,17.2073228359222,18.6759402751923,19.7516994476318,21.1405284404755,22.2300338745117,23.6643395423889,25.179931640625,45.4408984184265,1.29799167315165
14.1287004947662,15.4845237731934,17.3595123291016,18.367002248764,20.1371917724609,21.3715436458588,22.3629784584045,23.8701004981995,25.1004436016083,45.6989665031433,1.29439189831416
14.0526752471924,15.8543355464935,17.1903166770935,18.4464802742004,19.8754322528839,21.186897277832,22.2736871242523,23.585554599762,25.3793790340424,45.8413043022156,1.30012975931168
14.285786151886,15.4695100784302,17.3839190006256,18.2231595516205,19.681120634079,21.1667532920837,22.4985544681549,23.976062297821,25.479807138443,45.7004418373108,1.29852711757024
14.3054864406586,15.5141627788544,17.1216764450073,18.6276957988739,19.793609380722,21.2450211048126,22.7120463848114,23.689573764801,25.1584589481354,45.5574812889099,1.29888799587886
14.072870016098,15.4969556331635,17.0511069297791,18.3203721046448,19.8643329143524,21.1681785583496,22.5238974094391,24.0168964862823,25.111866235733,45.6607296466827,1.29670085906982
14.160968542099,15.4129128456116,17.1371591091156,18.4106018543243,20.1470198631287,21.3261475563049,22.4770772457123,23.7320246696472,25.1250839233398,45.4805476665497,1.29791193803151
14.2502284049988,15.388658285141,17.0107047557831,18.3342905044556,19.7551851272583,21.6514344215393,22.8434512615204,24.3437061309814,25.5031406879425,45.9898927211761,1.30243992805481
14.1116380691528,15.4976189136505,17.1349420547485,18.2427825927734,19.4778873920441,21.5276656150818,22.6290543079376,24.2366604804993,25.7214865684509,46.2188341617584,1.30162318944931
14.0624721050262,15.5525527000427,16.9994473457336,18.1888251304626,19.8477284908295,21.5389575958252,22.6190316677094,24.1136677265167,25.3405151367188,46.3008601665497,1.30246053934097
14.3249368667603,15.5062491893768,17.0244152545929,18.3630831241608,19.6482837200165,21.5904784202576,22.609934091568,24.251739025116,25.5068747997284,45.8522155284882,1.30381704171499
14.0462727546692,15.3439135551453,17.2747979164124,18.2877235412598,19.5998156070709,21.5326483249664,22.7154762744904,24.4819622039795,25.5684230327606,46.1868934631348,1.30873505274455
14.151778459549,15.422434091568,17.0123965740204,18.1622734069824,19.6173219680786,21.6004655361176,22.7836656570435,24.0579123497009,25.2530794143677,45.7656729221344,1.30348279476166
