"","n=10","n=15","n=20","n=25","n=30","n=50","n=75","n=100","n=500"
"1",0.369671771658725,0.298461780636737,0.315645953664869,0.464505892192409,0.866054623314088,0.331179366108672,0.946386302006144,0.779501203858705,0.0111856368700219
"2",0.10243285905828,0.262019257955635,0.976771454037211,0.366935614137675,0.617688279995996,0.823932677815714,0.482089784104103,0.706282028997111,0.110171862353307
"3",0.8117092202414,0.712562077893591,0.965262187199005,0.742330598014873,0.389944992707785,0.585284947491743,0.535009269826029,0.0390425051774883,0.106959449965017
"4",0.201421946002986,0.188971997025033,0.686353280615811,0.699091649075982,0.848680527058869,0.919155629301231,0.424940605785615,0.0216966285233602,0.713476374930844
"5",0.531064684408517,0.282527721404391,0.913311767094346,0.689715133804286,0.358789675813901,0.48680686992167,0.754240352280901,0.648100398867361,0.392859231115974
"6",0.206944575703287,0.797689342472924,0.112908323932158,0.642962188549394,0.505463494252404,0.840449992132995,0.109800460672487,0.131153074568688,0.324213892657863
"7",0.439280502793665,0.078433021914616,0.847611685491527,0.983261294990721,0.79775680901882,0.694109633547384,0.0937012177867931,0.10798293677742,0.0857114715065475
"8",0.273846148874958,0.559079274787115,0.606904081604801,0.989193669656807,0.798082034027143,0.274357727056761,0.408216357479986,0.518818706871283,0.479203563982104
"9",0.65743829346319,0.878405209147442,0.369943994716014,0.190400986313712,0.982965761735227,0.931506814956102,0.913490252210879,0.195418410267455,0.117375132907168
"10",0.669293995331444,0.225842665864838,0.320821109152785,0.805951437323593,0.419141258700261,1,0.504534986703631,0.435620178193217,0.849415859287322
"11",0.447752631399424,0.462397051519129,0.208694665025334,0.732998961540604,0.100803473827476,0.311747818184091,0.443161492857795,0.518226997658737,0.506973015153996
"12",0.0819412982524793,0.910224167507406,1,0.0426616713964025,0.229224252744304,0.517257361241835,0.832332444564375,0.907183259273433,0.480653739643063
"13",0.604825300645047,0.844829937613541,0.931301632848965,0.580361553684257,0.899806537041034,0.535396480588146,0.0533639001987906,0.30237630621041,0.0969245854343181
"14",0.52101941153247,0.0801846428677308,0.168237868753673,0.931089522215413,0.309240123239243,0.517560117444638,0.352754393082386,0.0990918994946304,0.0728408412550801
"15",0.487242252617099,0.441415689186737,0.367400975393904,0.397264839479215,0.166711660968057,0.196057802725166,0.145710781776961,0.496009804523047,0.743870579805142
"16",0.417101280352006,0.0606557069769229,0.3188596798874,0.868131591805175,0.340194941728315,0.00271252192306205,0.958733089894338,0.574171590462399,0.466858538948051
"17",0.600419740875794,0.469104320367341,0.37920358414102,0.0613949155230099,0.641800570326128,0.0336500395154085,0.867774399842044,0.743235208971865,0.954886198166696
"18",0.770166330099899,0.34543297584316,0.561954264284471,0.656243737008223,0.412826213409082,0.564873936236417,0.741157414617909,0.981361211609839,0.0885943174865491
"19",0.444152184259864,0.700566558285219,0.0688768891403656,0.543225527660001,0.457786524599563,0.683325694369407,0.587003470958044,0.670189477284621,0.920378195948747
"20",0.697635945212836,0.141187434454045,0.4322063586713,0.451727401670713,0.107783030431805,0.0905259114173149,0.183149858629938,0.969829429893198,0.835654414896487
"21",0.563405651543453,0.0859019766946407,0.265398352104449,0.156449471829203,0.470542506897048,0.472176726550759,0.843030611794168,0.297300643847763,0.51346486068886
