"","n=10","n=15","n=20","n=25","n=30","n=50","n=75","n=100","n=500"
"1",0.399326025914385,1,1,1,0.300710836330071,0.557627472476678,1,0.386119531195712,0.380552579462579
"2",0.788275512585179,0.701719482755078,1,0.283189675381747,1,1,0.400486049957544,0.359851139685859,1
"3",1,0.628350793033104,0.196667871009803,1,1,1,1,0.124222378753643,0.912997446768755
"4",0.0934044267977213,0.666030952580488,0.576455887502552,1,0.405358469930632,1,0.283664970115445,0.774180614609083,1
"5",0.425583964029501,0.776414607679501,1,0.91697534358409,0.246901764759391,1,1,1,0.0137650463870927
"6",0.103210232802442,0.218505849797543,0.919582873847857,1,1,1,1,1,1
"7",1,0.273462476605762,1,0.697640973674977,0.164872185658172,1,1,1,0.692341154891577
"8",0.864119642101529,1,1,1,1,1,1,0.173908303806499,0.906238527638253
"9",1,1,1,0.934569542634484,0.809173217583467,0.938287861442679,0.123734109867119,0.0904673249009186,1
"10",0.100906484041604,1,0.809045772970904,0.71113131827785,0.650173932351844,0.230680671834843,0.977784961963028,1,1
"11",1,1,0.716581103588898,1,0.424948482686489,1,1,1,0.34677056626294
"12",1,1,1,0.0881340830341796,1,1,1,0.268619478919552,1
"13",1,1,1,1,0.468584014274959,1,0.181671267469382,1,0.94847347133468
"14",0.627477730569695,0.443182773722434,1,0.112167387705888,0.717902234808414,1,1,1,0.273372449450729
"15",1,1,1,0.795703000041888,0.41384888798176,0.0676298648410281,0.890909195173912,0.828028801222881,1
"16",0.888634261536898,0.149170915119169,1,1,0.403292246461603,0.0572040576888913,0.176193130562335,1,1
"17",1,1,1,0.670248568487423,1,0.278045431092496,1,1,0.0551934831169196
"18",1,1,1,0.727991549046583,0.583787675902626,0.795501186877022,0.652748387078122,1,1
"19",1,0.996928628720653,1,0.173247742243822,1,0.753027509315292,1,1,1
"20",1,0.495008830304112,0.46477132363917,0.510786977948507,0.927912622421981,0.353255155841533,1,0.484669873244067,0.521284713888637
"21",1,0.80998443190989,1,1,0.889566446835433,1,1,1,0.625772325355009
"22",1,1,0.736166832735942,1,0.231545173060077,1,1,0.991653675307064,0.509185447609617
"23",0.994121071048255,1,1,0.618146363141449,0.0539222841655332,1,1,0.0237780752133594,0.595198481924637
"24",1,1,0.474966416376205,0.293256170409858,1,0.0699303337994742,0.937492671229548,0.882082141078113,1
"25",0.750416138482404,1,0.563728365464248,1,0.571972467725466,0.575622825670959,1,0.728242906209964,1
"26",1,0.880981345512225,1,1,1,1,0.992292283728675,0.615602698070832,1
"27",1,0.907469303273951,1,0.241041827229676,1,0.661880612372221,1,1,0.950873061583293
"28",0.253767126520668,1,1,1,0.720843292211659,0.578985045751316,1,1,0.737157147995258
"29",1,0.28510675889402,1,0.726173033394985,0.799823887585555,0.730220422461513,1,1,0.975115069358501
"30",1,0.214644658352295,0.831296590864767,1,0.577574469327991,1,1,0.704020569213256,0.843552736811315
"31",1,0.951897242020311,1,0.698531641396132,1,1,1,0.335965635823627,1
"32",0.919219994221719,1,1,1,1,0.593891032056479,0.153903276815007,1,0.956737676104525
"33",0.282089202091007,0.180651881759236,1,0.506420595496516,0.969603576476805,0.751590520636721,0.518725246336703,0.728380734198397,0.840606763298391
"34",1,0.773620717924811,1,0.957813821613653,0.328660434004395,1,0.890309666260636,0.380950608043232,0.74763267358638
"35",0.5239219908435,1,0.660331842866965,0.397563146762403,1,0.996119594302728,0.497369435177667,1,1
"36",1,1,1,0.693474777341099,0.979014885307254,1,0.584564825745201,1,1
"37",1,0.510240878891263,0.83083817472422,0.999386849479308,1,1,1,0.756406836085279,1
"38",1,1,1,1,0.765001255278179,1,0.724360368325487,1,1
"39",0.882331799917129,1,1,0.665525046240383,1,1,0.466030467143479,1,0.301982235277241
"40",0.894650789608507,1,1,0.451421735269811,1,1,0.590813067077134,1,0.866861298833111
"41",0.7441822439464,1,1,1,0.351962262784769,0.334027263635702,1,0.925020736630692,1
"42",0.271094445142123,0.836241333190974,1,0.226251985464899,0.61252067311596,0.317747508742674,1,0.647610568867472,1
"43",1,1,1,1,1,0.956088758558526,0.363054546275422,0.332288189088688,1
"44",0.636534519292246,0.251122148583383,0.293599606635137,0.940321309930436,1,1,0.612154116667494,0.176956794255691,1
"45",1,1,1,1,1,1,0.963557301021071,1,1
"46",0.852299724703748,0.177022236519694,1,1,1,0.701182918202813,1,1,0.926542436347434
"47",1,1,1,0.397096846760235,1,1,1,0.122503828791851,1
"48",1,0.539574949159394,0.768293616019027,1,1,0.0720997386735301,0.84368990560579,1,1
"49",1,0.164102592312919,1,1,0.346884089499684,0.30977567752387,0.452822535398913,0.41881616015808,1
"50",0.609640567994316,1,0.629906996316402,1,0.629301374145944,1,0.311356572616744,1,1
"51",1,1,0.984261559991889,1,0.813992862292325,0.717266242762049,1,0.0190265777771858,1
"52",1,1,1,0.245050564658529,0.75413682696397,0.513411462231783,0.429355715379338,0.614676721266551,1
"53",1,1,1,1,1,1,0.647543340376566,1,0.819656327217301
"54",1,0.584441444036595,0.987942399440048,1,0.397064773613225,0.20780928936525,0.63485168861932,0.845158523692657,0.516176280649022
"55",0.89703292568452,1,0.0279359132842875,0.740613366919376,1,1,1,0.78245255732822,0.538951649553237
"56",0.714391130338709,1,0.662403077076766,1,0.46736362337942,1,1,1,1
"57",1,1,1,1,0.783893552611165,0.173360912072516,1,0.649362739019053,0.188318870482807
"58",1,1,0.143083184061332,1,1,0.641951597316733,1,0.14297626636163,1
"59",0.893869598904213,1,0.345113203576988,0.411856054306337,0.110676624435439,0.498096056746601,1,1,0.934196359067132
"60",1,1,1,1,1,0.595103412269752,0.552813786419946,1,1
"61",1,1,1,1,1,0.885789286327901,1,0.280627126334264,1
