"","n=10","n=15","n=20","n=25","n=30","n=50","n=75","n=100","n=500"
"1",0.00412181051841499,0.000183935181387834,4.06359777970217e-09,0.000235669015135957,2.21818970758044e-09,1.17734239555484e-11,1.12460771084304e-19,1.99058337033336e-24,1.61822315873453e-109
"2",0.000160535314117722,0.000684246843269067,1.01298244735522e-05,0.00433885515073051,2.85485565154174e-09,1.23659734741695e-11,2.39346536998431e-16,1.69654455090602e-22,5.59482368412714e-107
"3",0.00114386135445601,4.84434235169855e-05,3.12214737461731e-10,6.64005775923755e-06,6.97372056064975e-06,1.11504817584257e-12,4.04681222074835e-20,1.34348284158109e-16,2.19268731685792e-108
"4",0.00020657486517455,0.00013863631985353,1.23670142021047e-05,4.01174600442063e-07,1.18647904265296e-10,4.27109276465379e-13,4.12420879023537e-17,7.94168079562463e-24,2.92359953091722e-106
"5",NA,1.72552480649621e-05,0.000205528011793281,2.64482994943345e-07,1.6960384790683e-08,6.28888180363047e-14,8.84660534655005e-19,2.19848815597433e-22,8.53354173658322e-109
"6",NA,NA,2.34927113638232e-06,3.0765449615278e-05,1.52657441643197e-05,9.50029502900949e-12,1.73163633955922e-19,4.08495769152543e-27,4.64544863715381e-104
"7",0.000462919471509491,1.03831024851089e-07,8.46570652677638e-06,0.0120620597787254,9.21865702056391e-08,1.6574992601477e-11,2.43568174276946e-15,4.20651721006506e-26,5.30791164720947e-114
"8",0.000555105330656844,0.000511231093935268,1.24849908073123e-07,6.31157152537369e-07,1.92966889008095e-08,9.40399649970042e-14,6.45449987276527e-17,1.92328482472498e-24,8.38333464752086e-93
"9",0.000911201578539125,2.80674638049282e-05,0.0021372824699785,2.73237820597155e-07,6.43118799956219e-07,6.64656343852738e-13,6.93267950042918e-21,9.27077257823701e-23,1.2808495642845e-112
"10",NA,4.83425731705405e-05,1.21039531622903e-06,6.89755933831249e-06,0.00108582751944417,9.20096493839903e-10,3.75406207777661e-18,1.61998052642353e-18,5.78103552955555e-111
"11",0.0235780886742703,0.0285920818368728,3.51764544665075e-06,2.06610154603299e-08,0.00149396820102776,3.39928755635504e-14,6.03930024873216e-18,1.3282669445442e-25,2.35859638361248e-80
"12",0.000211741983051126,0.0151380030271953,4.95518678514427e-07,7.41889790882467e-07,2.69500690974565e-06,4.73501516306995e-11,8.67748392553801e-10,2.38259319652385e-20,1.36464703596571e-114
"13",0.000473246068826495,0.000349958604862465,5.05894062350108e-07,5.78268336717119e-05,3.16484703263118e-08,3.33685960334716e-11,1.21646621590334e-16,1.14328758635756e-19,5.26545496156081e-107
"14",6.32463099867834e-05,0.0187433686391775,1.00710868927279e-05,0.000242268398187599,9.77048734429058e-09,1.22189734850252e-11,1.95614308737528e-17,1.58452293172509e-25,3.2154653346135e-107
"15",0.011320064535066,0.000610707605807145,9.62125340044765e-06,5.95283744320634e-11,5.25208127579337e-07,9.88317948951359e-11,1.86727010414121e-17,4.01546032196188e-23,2.94675977843989e-79
"16",0.000362339054719343,7.01604631991291e-06,4.12349785227743e-06,9.11980112324179e-08,2.23578560695952e-10,2.21881924114625e-18,5.87489562170162e-16,1.77749024292404e-21,7.10481466477838e-109
"17",0.0154007258491293,0.0253223784686278,6.23147101786594e-06,1.13309835242252e-08,9.99935711441211e-05,6.97611721430124e-14,2.12108818373027e-18,3.91024948671482e-23,7.6206476783802e-111
"18",0.0590835192117092,9.71579438032391e-05,1.68522148819616e-05,1.01084937644087e-08,1.17430007652117e-10,6.28956607192447e-13,1.03800399270364e-19,1.08515776142452e-19,1.08373030239398e-107
"19",0.00905847057214302,0.00268546893919756,1.75457766822913e-05,0.0721965014093939,2.3360235261098e-07,4.08862179050395e-13,8.6525650309559e-17,8.79565381733659e-25,2.1956178511515e-117
"20",0.00701860838922119,1.45023774169042e-05,2.84142973268948e-05,0.00103663838449901,3.38251637641642e-08,2.06365945110343e-11,4.34584737674109e-15,1.86473319752494e-23,1.07798352003372e-104
