"","n=10","n=15","n=20","n=25","n=30","n=50","n=75","n=100","n=500"
"1",0.805597914948287,0.592561746967668,0.405978106621341,0.73302962577928,0.769306643277453,0.770465448790758,0.993025365019708,0.909294499343548,0.583616483865767
"2",0.375170916924459,0.57024045611057,0.84197080179928,0.960701513508672,0.919050974913549,0.921048707245322,0.889645416921742,0.813984562276369,0.905470106792706
"3",0.865037411881639,0.628722372190656,0.561964545191944,0.955138699481932,0.93980121601979,0.889464280068931,0.573512893330248,0.865762097272467,0.990244174325708
"4",0.308699378911444,0.332764769894587,0.894464627999484,0.991751733177703,0.781447136611468,0.896628352986822,0.990811322210654,0.858547877718103,0.994148757187213
"5",0.439211440683221,0.861937524213018,0.990202002453192,0.95428350978435,0.39829805107816,0.366375099284427,0.945168406174586,0.290374873963698,0.980239526574498
"6",0.726350395654896,0.788552793910445,0.196633787073891,0.746784960467268,0.794899108659484,0.96088084159038,0.984299060179069,0.837286203919288,0.935165876077149
"7",0.363737026407038,0.48934202500476,0.804587014629426,0.990134694306098,0.249222655612983,0.676933825212917,0.861543026206558,0.347542986232964,0.915777648824308
"8",0.663946211162621,0.957053469031296,0.282832264734905,0.561004154116251,0.69763901735305,0.28091923222241,0.619198533502756,0.276090702771263,0.969676378724216
"9",0.979475364972897,0.583585782997087,0.820132701492554,0.80148619359463,0.834707468474182,0.270824788603065,0.996330283070839,0.98921235112774,0.99135246659736
"10",0.755585681157205,0.103923186581831,0.486458647295316,0.952437291539103,0.786201853132086,0.991075681938293,0.908380215640046,0.978153473512137,0.761983460418868
"11",0.976828889711963,0.810675662208866,0.816024329801723,0.626487325345713,0.994875793696112,0.945332713397877,0.844486768548538,0.986627647310902,1
"12",0.393821285211142,0.883803751024279,0.409364644450333,0.448298857093089,0.913142644650671,0.928342684647139,0.900738076235555,0.96302316272206,0.99005823738178
"13",0.678194275699554,0.9696915173687,0.888801424908124,0.966017976972534,0.81176331740977,0.968791284048244,0.874422316205493,0.921153143448079,0.991401125009594
"14",0.616215483299074,0.534897294075766,0.652633329103911,0.786959095888354,0.675181316084279,0.754860206875375,0.907636991184848,0.669575680454971,0.993561189683777
"15",0.983891869352328,0.819489126154567,0.989986118160472,0.712623871535771,0.645115852069564,0.895311898273186,0.990267118400431,0.99147412095371,0.971448781216866
"16",0.64076612822862,0.217470420880421,0.8241980637696,0.8648612455752,0.493723920366688,0.0394290893373686,0.962532933073669,0.990503419083124,0.574667041378956
"17",0.860820759509093,0.941956977607171,0.31234381402022,0.631449604798612,0.585172173798293,0.68726531620849,0.693822501206689,0.99113427217964,0.995913400071542
"18",0.907508315588877,0.350512508477057,0.813393542151768,0.866403365173459,0.543851579391119,0.307213901487933,0.477416510873921,0.990316086066423,0.972011308716012
"19",0.974242811712558,0.770447676592557,0.172163699421385,0.923644460400768,0.733209084370019,0.79089934855622,0.983846647664519,0.863161874435411,0.585813427380495
"20",0.878956841245966,0.810365913878108,0.366138991965125,0.970575266015593,0.293791603812948,0.492623106106118,0.991736577182057,0.574804869187806,0.690572872649947
"21",0.52381118358638,0.872804553787622,0.480446551028319,0.557183828410061,0.823618514095187,0.973009162989766,0.933488351642862,0.992616953478097,0.99263859058602
"22",0.228030271781378,0.982443130208046,0.580942395778606,0.748423569863975,0.273407288130735,0.967471534151955,0.988348970389096,0.974931107998407,0.997573582207674
"23",0.584243155502867,0.501516208816045,0.303489547896875,0.453643669681877,0.332950180109412,0.230194441189388,0.625843502545911,0.804511766064731,0.946292161344083
"24",0.922586768518447,0.911050463185517,0.654765496432574,0.0526251815795594,0.98456482476719,0.981234248644142,0.875629233827344,0.86811953697445,0.930611572683084
"25",0.577776222371855,0.852091141258957,0.973171998603259,0.812617516303698,0.843710043702405,0.904380099825316,0.912931941317027,0.962748301952237,0.9947924410872
"26",0.860687565416756,0.895913072365175,0.932535653600362,0.699495375930085,0.972679618885367,0.930685786265336,0.637931048045773,0.792679658455207,0.912601699906648
"27",0.571247714781428,0.51263143359063,0.567513890964442,0.171875629277017,0.291911674559191,0.435897283453504,0.829757231842361,0.990985555679785,0.582366159747506
"28",0.851204819128308,0.265831590561212,0.888354744783745,0.47702331915936,0.984967029345289,0.393277040254746,0.891010086464656,0.96487749646771,0.461937473415517
"29",0.558739236478247,0.101074165822304,0.293248785877915,0.855610680841025,0.484491838376181,0.122379863037825,0.920808561713081,0.604667272694231,0.885581433845045
"30",0.981835113530178,0.0704366202710618,0.198547715191587,0.838558949016896,0.378922937023529,0.710261328883957,0.957442560959402,0.733347420756815,0.484355857882444
"31",0.607783710199185,0.957138338912175,0.62816059507834,0.935220654373712,0.388402304039046,0.98182658436416,0.881014840207381,0.945533869293774,0.972903939712933
"32",0.865849782302682,0.990872306945559,0.937053407332449,0.676707510499577,0.983796163733267,0.717584429459447,0.579930755211145,0.987278260709622,0.956321885282486
"33",0.991002509721816,0.569393155271571,0.244020850104956,0.455714509350067,0.934559634109479,0.992137867856384,0.940921181818004,0.991212957852805,0.992353339890934
"34",0.867894032742006,0.587322492471982,0.90393761159007,0.530606243036372,0.614536853386069,0.428116603293843,0.858915857513282,0.377994098115786,0.995106748088461
"35",0.912337239332603,0.955931485556006,0.951911108937357,0.990482340303668,0.942258049860607,0.777422986600968,0.0297259377521742,0.909027164491972,0.787415388426902
"36",0.130406903070231,0.810960232751337,0.418527197117189,0.579426416501754,0.990880623380138,0.715070490222891,0.88314473384172,0.817670098732948,0.72189651580747
"37",0.621540655506837,0.602600812667205,0.435779896770504,0.794736104969575,0.355826122244213,0.727865554945819,0.991469054819119,0.916262297713769,0.868335451205851
"38",0.822286953536799,0.815528880287252,0.853796643285255,0.843313226250506,0.366919225274768,0.219835267911081,0.995025757040186,0.804015005950415,0.989678242557254
