"","p 1","p 2","p 3","p 4"
"1",2.8473781529421e-40,3.16823042896797e-43,3.14958300534877e-43,8.27422037408e-51
"2",1.71597940351868e-44,1.0569723305985e-46,5.30824946117243e-44,1.22073859072531e-47
"3",3.20178347564964e-46,4.23849082960337e-49,1.59326766440018e-44,4.80798658626122e-46
"4",1.96282249859412e-46,1.30321698368421e-45,7.7803586695401e-44,1.18730417386286e-47
"5",9.7044200871283e-43,2.82962781150877e-41,3.92844855832655e-46,1.21177643925249e-42
"6",1.69804794244472e-43,1.84162690470763e-45,4.6830167577563e-45,4.9903944927694e-48
"7",1.57046655881868e-43,7.83497014864552e-41,4.35257250971168e-49,2.17873426332386e-40
"8",2.50099929011409e-44,2.66193367899811e-40,1.51394617204101e-41,2.76356680232167e-40
"9",5.51559583946282e-39,7.68295140455891e-44,5.40232212958864e-46,1.72715312702492e-42
"10",8.25690837625151e-42,4.90227775598142e-40,7.03292342703404e-47,3.81638694613361e-41
"11",1.38974633838042e-39,1.15003883440566e-42,1.40379273348585e-45,7.97690817106438e-41
"12",6.458398789258e-42,5.63696848813726e-52,3.92453744596162e-42,2.44335180573021e-43
"13",1.39715276601164e-44,1.55692959249354e-39,3.36518459336226e-42,1.80388992385918e-41
"14",4.38364859675828e-48,3.59148513439806e-45,3.75808712616343e-46,1.04751445781166e-43
"15",1.67126612792802e-39,2.83509937895647e-44,3.24650123890045e-43,9.72663853105231e-49
"16",8.75898527262126e-43,1.10717854421145e-45,4.22352810404638e-43,1.42182692217619e-47
"17",8.77815866617209e-44,8.60502557169195e-47,7.2922140143589e-48,2.16834852983217e-44
"18",2.30948026859424e-46,3.96095268225737e-46,1.59779773267246e-39,6.54921285609093e-47
"19",1.99702790906206e-44,1.58535591233166e-41,5.00306480256561e-42,3.09711899804428e-51
"20",2.25464989252656e-44,2.1581264501532e-50,5.47869997339343e-48,2.74767939746262e-45
"21",2.21946236409874e-44,3.21369633766104e-44,2.61000783183088e-42,4.01982769460839e-45
"22",5.21125947587167e-46,2.6592580448369e-41,4.96216298054736e-46,3.08917459545345e-42
"23",3.38012119638489e-47,1.38515082430329e-47,2.98934035027126e-44,1.96108185723503e-39
"24",1.18482062522835e-47,1.79520701209552e-47,3.56773288865045e-44,3.68099025720679e-43
"25",2.4018537207436e-46,2.31788004937536e-48,5.52376690957011e-46,2.19457000098287e-43
"26",3.94168228357269e-44,5.58282749363252e-40,1.49115616679808e-43,2.36794169126685e-42
"27",2.21670171470518e-45,2.0377562802465e-43,3.7049013742621e-44,4.03130925398128e-40
"28",1.35045357748436e-43,7.40949534040215e-48,6.71708803348441e-43,1.30259019809247e-45
"29",4.7269528715018e-42,3.66922613141324e-45,1.06363456644332e-45,2.59840707738828e-48
"30",3.43179883144848e-46,2.28777109213381e-43,1.09144812616254e-41,8.48332927630209e-42
"31",9.45790643544426e-49,1.55389720051336e-43,5.96913076968536e-44,2.30228413638586e-43
"32",1.37766509987886e-48,1.44463133866564e-43,2.31779349173368e-43,3.42343163919342e-45
"33",9.59960554142285e-46,3.06433211061071e-43,2.00124945784923e-43,5.49074166717821e-48
"34",1.0137588948328e-48,1.97870665140837e-44,1.29109820693294e-40,1.99470134849288e-39
"35",5.58006850843864e-43,7.00893979885218e-48,1.14318603640173e-43,1.89983493993018e-44
"36",8.18584751257029e-44,6.53827754280047e-43,2.88722772030685e-42,1.1666766805054e-44
"37",5.72725872266586e-43,4.19492103442182e-42,8.5214601251163e-42,2.20610022753399e-47
"38",1.63870503947151e-43,2.76307387535077e-45,1.10898218699265e-38,9.5427745308372e-42
"39",2.99683285882069e-45,3.49105570654422e-40,5.05368955143429e-36,9.10207761822971e-43
"40",2.85616921109645e-42,4.10755880600553e-45,4.31490500225892e-43,6.90894015328372e-47
"41",6.31668118300089e-47,2.46583754644278e-51,1.8814654207872e-37,5.03718277716517e-45
"42",4.05163407573729e-45,2.32536083110045e-46,1.28046893793123e-41,4.72144300262871e-41
"43",6.97283185285139e-47,1.65675311202033e-40,1.07718547296122e-47,9.56213500790703e-37
"44",1.59609822200694e-40,2.66807668655771e-48,2.80647306168309e-41,3.39314140754689e-44
"45",1.16107728777241e-43,1.68664203168968e-42,1.69607565794438e-40,3.84301601721505e-43
"46",1.0616184018569e-42,2.20748250246989e-47,1.39515513625513e-41,2.26976907403399e-46
"47",8.58043452729751e-43,4.98233309578654e-40,3.18076031503814e-42,2.66206019306827e-49
"48",6.19601255368814e-45,1.92657265440159e-38,2.9425343152213e-40,9.82345429274322e-45
"49",2.58721657307807e-42,3.19851446817368e-45,4.19067171850733e-43,7.44516268876476e-43
"50",5.54294441319887e-44,5.26843404483849e-43,2.18538938610497e-42,2.39380870025528e-44
