"","p 1","p 2","p 3","p 4"
"1",1,0.288794360922085,0.644684521680577,0.949554310138698
"2",0.514331471686874,1,1,1
"3",1,1,1,1
"4",0.839347576029919,1,0.31628002920469,1
"5",1,1,0.273919286101213,1
"6",1,0.40038665423944,1,0.806343026665642
"7",0.864539983791703,0.995976333922147,1,1
"8",0.771016881451514,0.655702979035637,0.929877135791286,0.182557013097136
"9",1,1,0.110380376402753,1
"10",0.712884059235549,1,0.975694162038939,0.890008332549331
"11",1,0.482065689484792,0.711291831318184,1
"12",1,0.0912150887147945,0.189914748274944,0.859360677542826
"13",0.724546608817625,0.601873447293242,0.912342700905555,1
"14",1,0.758605869092453,0.445909835001808,0.263004698627944
"15",0.562103297115634,1,1,0.918370685841883
"16",1,1,0.781920570521724,1
"17",0.766294783890332,1,1,0.267745994048873
"18",0.900372183371629,0.845722096819792,1,1
"19",1,0.685005649920854,0.703862565562976,1
"20",1,0.572322551072368,1,1
"21",0.935586497485377,1,0.0650671694669504,1
"22",1,1,1,1
"23",1,0.63486834885128,1,0.832177148364301
"24",1,0.802037708296914,0.757030167336019,1
"25",1,0.746625045886098,0.940126266812528,0.743040113686779
"26",0.866096174165943,1,0.828413061058743,1
"27",0.396139348757063,0.414620565468204,1,1
"28",1,1,0.83905285658034,0.364857998516142
"29",1,1,0.977752449837158,1
"30",1,1,0.508224488923494,0.284950713993016
"31",1,0.0731954880931845,0.550277793087864,1
"32",0.576267998094763,1,0.722662737507041,1
"33",1,1,0.396028703368508,0.686510127791198
"34",1,1,1,1
"35",1,0.860565805837622,1,1
"36",0.695058071949894,1,0.823324833668421,1
"37",1,1,1,0.551800603756659
"38",1,0.751685925060577,0.679809699219201,1
"39",1,1,0.896177090899817,1
"40",1,0.705604157748384,0.509643203438676,1
"41",1,0.855824165910296,0.929309423658583,1
"42",1,1,1,1
"43",0.755991337507159,0.666552622318668,1,1
"44",0.378745551673113,0.178035426999533,1,0.573046952406868
"45",0.859801143979049,0.795933016982581,0.506686956961773,1
"46",0.91321832479202,0.581647870166547,1,1
"47",0.158584761084624,0.907314575628528,0.839306562957914,1
"48",1,1,1,0.188364159570412
"49",1,1,1,1
"50",0.418257469516915,0.68470213441982,1,0.357502606867409
"51",1,1,1,1
"52",1,0.98810703289171,1,1
"53",0.862930595022686,0.25379140145605,1,1
"54",1,1,0.500083479578493,1
"55",0.494789371990167,0.587797615251291,0.392406475609484,1
"56",0.690936376510279,1,1,1
"57",0.694117598242482,0.329273218644626,0.0910004701309374,0.516628664286225
"58",0.146924488621339,1,0.873416106926459,0.41077261761628
