"delta.0","delta.0.2","delta.0.4","delta.0.6","delta.0.8","delta.1","delta.1.2","delta.1.4","delta.1.6","delta.1.8","delta.2","delta.2.2","delta.2.4","delta.2.6","delta.2.8","delta.3","delta.3.2","delta.3.4","delta.3.6","delta.3.8","delta.4","delta.4.2","delta.4.4","delta.4.6","delta.4.8","delta.5","delta.5.2","delta.5.4","delta.5.6","delta.5.8","delta.6","delta.6.2","delta.6.4","delta.6.6","delta.6.8","delta.7","delta.7.2","delta.7.4","delta.7.6","delta.7.8","delta.8"
0.709175350931646,0.427240890579662,0.244671132382894,0.531905982329215,0.259574443503601,0.153651587730409,0.451307588663722,0.379901724434888,0.533482152705666,0.141419792021818,0.411044438506781,0.309827175700096,0.0441866813725571,0.70053944165467,0.902066928139415,0.0622292032009548,0.854184054315622,0.101424142488057,0.29368645827978,0.0062070822681584,0.241737501819233,1,0.00097026974085775,0.00585109084087547,0.000730655272797077,0.0753060954955664,0.00281736689949272,"0.00129684126037416","0.000505816894341805","0.000854247499958671","0.000542023680654136","0.000515996049029071","0.000523835862368422","0.000500000000000262","0.000499750124937531","0.000652840034363409","0.00053050506042853","0.000503018108827125",0.000499750124937531,0.000499750124937532,0.184381220061994
0.439942953949985,0.901068970352218,0.110908670122549,0.809762274691047,0.384652242331703,0.76274210715462,0.773089154799184,0.860295697865474,0.822596294402527,0.885748976062703,0.763121501437925,0.627895267190421,0.47031497721627,0.453188241042332,0.0502117116298202,0.543978643375145,0.0419468867460215,0.790351069292835,0.00341412794155345,0.170383888061007,0.638878265499738,0.00993890253271477,0.0910168188062114,0.0665969171769941,0.00112229731016838,0.0705724590232677,0.489237611122944,"0.0005773550668185","0.000671157058354134","0.0120416360434613","0.000518941421291687","0.000533052166866137","0.000500500500501341","0.00054263066655518","0.00164143485606579","0.000500250125062541","5,00E-04","0.00049975012493755",0.000500751126692033,0.000500250125063916,0.000499750124937531
0.809025108071132,0.2677533355996,0.691455841036111,0.11039857566923,0.0723495841653688,0.4362861644749,0.711385764130858,0.757584459351956,0.470519263208966,0.154266385960789,0.23053818524197,0.668218771131857,0.158218851208961,0.198256654619198,0.643405857101241,0.328994578901373,0.8716716739631,1,0.344284913484698,0.0241695759323319,0.657598419780794,1,0.172505070585604,0.000508388415866797,0.000534765596134985,0.00254301213028131,0.00480379807435063,"0.00548499412978849","0.00245093405490763","0.00102764567971032","0.0145103594469432","0.00213152192040824","0.000501504513543545","0.0158908238181506","0.000502008032135563","0.000499750124937535","0.000500250125062547","0.000503271263224939",0.000499750124937531,0.0340982317380766,0.000501504513548589
0.818392055842053,0.801511609875462,0.101844340175907,0.252170103619306,0.640495239867094,0.495397729080622,0.578727770458811,0.479009014412641,0.708088580702355,0.183967066383944,0.533831093372945,0.680553477155375,0.382959430835687,0.577283375656582,0.0715648108816444,0.884718633045176,0.239416207510898,0.326418791040091,0.733106920224571,0.683530853624144,0.323418503128633,0.489046039070301,0.394065582252189,0.000646455503155139,0.326175614862142,0.0504908849443949,0.00108725264787501,"0.218101248994472","0.000842368503874457","0.000563714143926076","0.000509943911470076","0.000525763005380579","0.000500500500503261","0.53107356827407","0.000502512562816786","0.000518941695456673","0.000499750124937531","0.000499750124937531",0.000499750124937542,0.000500000000000001,0.000500250125062532
0.229695363393199,0.241284146478719,0.652375905827006,0.0215794871861096,0.64957732628535,0.721358394026134,0.927528959712822,0.464117472945469,0.224435386253093,0.592628730188835,0.795851652692779,0.239335495997419,0.844216207734522,0.0280973276528629,0.675491622702057,0.627646964728719,0.479252863928414,0.661919278919982,0.899830450203115,0.00289668203464514,0.60410326281793,0.78445644806336,0.0505441318690769,0.236389088466792,0.0189643123281168,0.0656127118974932,0.0114579278669535,"0.000736110424134492","0.090813049082982","0.000504540868156843","0.000759885261276364","0.000500250125062756","0.000528262927606708","0.00054379791950107","0.000499750124937536","0.000507872016941737","0.000499750124937532","0.000499750124937531",0.000499750124937531,0.000499750124937532,0.000527426876635899
0.329922935045297,0.885626595282095,0.419907745323085,0.636582292129805,0.900142394697058,0.312871936151856,0.298711261870731,0.450731565059313,0.455618330441258,0.940406745146577,0.389921274439682,0.564733001624641,0.704235993341415,0.0270953400462985,0.23390282141225,0.534562025101732,0.0270696560903081,0.00800542952983329,0.05840048597488,0.532387464839093,0.00803242506607356,0.000870821585033206,0.0130630037839986,0.000592809211181181,0.000938312339238935,0.00051046454394483,0.00352941431453794,"0.0135633314670811","0.000503524672982704","0.0127554442522154","0.00119903123654394","0.00156631441670238","0.921803936697604","0.000503271263232646","0.000499750124937531","0.000609555270796672","0.000500000000000001","0.000500500500500729",0.000525487082430035,0.000499750124937532,0.000500500500500857
1,0.405764363710331,0.598892347912037,0.886590275058843,0.226459680171663,0.195387685904734,0.663932519690841,0.317726968613873,0.530717241331819,0.92361015043068,0.97135944638286,0.0802799827272861,0.216215981729052,0.922766378079747,0.278769256919059,0.662584293285816,0.274371380598431,0.202528725954269,0.0508678003406407,0.0221846075911801,0.950629646031569,0.342961344086242,0.000550724366544758,0.000884224900728393,0.00447609533853381,0.00354632447558404,0.000516795936216523,"0.000535626305734451","0.000503271263248926","0.000652291882688073","0.000502765208686817","0.000499750124937933","0.000519211127573101","0.000500000000006065","0.155425674836","0.00050632911471248","0.000499750124937532","0.000499750124937531",0.000499750124937532,0.000499750124937531,0.000499750124937531
0.147253302530673,0.101815325130426,0.502726243411155,0.106503387848745,0.349783966502838,0.630217622312072,1,0.795647277213651,0.972573350504245,0.83270504184871,0.814765055838064,0.139984495688993,0.00695654037497883,0.0141005921524607,0.519043409744687,0.379720778703811,0.910177125332286,0.00194562963811132,0.148714311283805,0.667641573362967,0.320851162988718,0.391843871719059,0.508199229804004,0.0742997692626385,0.222919291723452,0.195719810247077,0.00816547406778557,"0.000591336122741763","0.000694655771496842","0.000593589197200754","0.000506842373893184","0.000502260170814503","0.000507356673999353","0.0402196701910791","0.000499750124937532","0.000499750124937533","0.00336878842066493","0.000505050505331874",0.00564930536054991,0.000502008032131107,0.000499750124937532
0.961389419952827,0.381974968457333,0.0117275003798874,0.165223540063193,0.312530917280882,0.795447931003414,0.28795941388457,0.424195618358443,0.118067250995415,0.663925324652335,0.821893362924004,0.506445948409374,0.952675683122531,0.20197620309224,0.964437324704288,0.302420380654052,0.0270291993620816,0.044206675257995,0.914906845830076,0.213377536999732,0.380612921457118,0.381923063034582,0.11079522503718,0.292077085288409,0.000554408980448564,0.269221651679804,0.000616574170181412,"0.000714003013855775","0.873309744406716","0.000522467060558148","0.000501756146516011","0.000509424353713308","0.00243558622548054","0.000500500500501047","0.0314054409557108","0.000499750124937531","0.000504032258212732","0.000499750124937531",0.000610837498076135,0.000500000000000012,0.000499750124937531
0.835867263320722,0.122817715929326,0.139150997247996,0.479590423601452,0.864621551847,0.650941150473759,0.44032169366223,0.722207277292363,0.76209023245753,0.986863048879386,0.490133507507802,0.75743792052085,0.893479702763224,0.463848257835869,0.0851233040350439,0.430099451311428,0.10910832384523,0.382702085120693,0.0253785816893467,0.227580260013119,0.000601832102565491,0.064579333969471,0.000806819325017548,0.00911417873835169,0.00070343247500181,0.00644123422977049,0.000588505730049972,"0.248858986048238","0.54591868900581","0.000500751126702819","0.000538796101333158","0.00109101324763383","0.000543490585659047","0.000501253132850072","0.7451285777714","0.0311801734128547","0.000499750124937585","0.000499750124937531",0.000499750124937535,0.000550097782051779,0.000499750124937688
