"Clusters","All"
0.558506192160925,0.932275433714786
0.00439881752437658,0.386124444099641
0.668542544505029,0.934661374626591
0.425032739613335,0.898452531152292
0.919967503471149,0.979687529602147
0.96052651838964,0.991100796141055
0.683076928240019,0.947376389587592
0.896882414492561,0.988437551672203
0.819855493492109,0.967136062874035
0.750082526344674,0.960930591492163
0.551980021825149,0.91808958572461
0.51651285348667,0.925292391231985
0.989340366719692,1
0.139294304643059,0.681480227746109
0.955007233215605,0.996462004367044
0.819128285871913,0.940530175413574
0.550234462060139,0.92407845846341
0.411006250201606,0.879829663077888
0.620452112146065,0.925909145195474
0.971173658418197,0.991918391266211
0.0385440023854146,0.562312444704472
0.813058414741739,0.980564884924537
0.752612855467898,0.939380077164635
0.197818059872751,0.777246029075819
0.340565356407097,0.891197050035436
0.494808564916477,0.869930306640965
0.148845545254151,0.804939798130261
0.567388832570351,0.909368306061418
0.390034226665343,0.866381218796842
0.640498338445274,0.892358811114323
0.932134850253378,0.986880733888876
0.339102283168584,0.823517667017894
0.42478166819244,0.889657666533934
0.896353346049268,0.996298069464596
0.250363399949701,0.842220209615603
0.886820394206353,0.961444462086516
0.224558492037461,0.542337497000837
0.352288357305228,0.870489453870523
0.364981969644865,0.84605708639886
0.253691843590428,0.590251736988732
0.256133670178607,0.802742437233842
0.209787903709063,0.795612553717677
0.64103133748376,0.895779730186432
0.00780615197357046,0.39739352289455
0.82576052132197,0.970724553674787
0.862202638596181,0.988117980567904
0.537288467927636,0.950132132033115
0.014248799863898,0.475797540057924
0.439325711488632,0.886895372169185
0.515774292626399,0.934167003741682
0.56050141767924,0.934429021919617
0.475183008976436,0.93623605831465
0.123175549005933,0.69324658200036
0.265431266944877,0.803251875318882
0.659965341750822,0.940324161184602
0.879103204715036,0.991301172588559
0.0171649483834768,0.562033708744138
0.251278570096829,0.833479437701303
0.726587402000751,0.950712983104086
0.0626128724761066,0.756972218470792
0.742846036761273,0.973966617189253
0.858843471722169,0.995845041709583
0.968699110462293,0.99574273578111
0.0378584201038291,0.553085336207627
0.263977131217165,0.820185232066603
0.471188852997187,0.898860351712514
0.556579125668951,0.933976343403357
0.676783193318893,0.914821136315605
0.149564433832117,0.756598799801071
0.0514339399813359,0.65858910855578
