"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
4.67224049568176,5.18570446968079,5.79550886154175,6.07761144638062,6.62561893463135,7.04352426528931,7.58785271644592,8.02027869224548,8.39610195159912,15.2639558315277,26.054351568222
4.72129964828491,5.21006608009338,5.79096698760986,6.13809442520142,6.69126105308533,7.24670791625977,7.53994011878967,8.02472686767578,8.45752358436584,15.3133974075317,26.0534071922302
4.66413426399231,5.27287554740906,5.75832200050354,6.08619976043701,6.69319534301758,7.2000892162323,7.54110717773438,8.03817629814148,8.40054607391357,15.354346036911,25.934642791748
4.78786706924438,5.20306324958801,5.71214461326599,6.15839147567749,6.55466961860657,7.15861511230469,7.54956865310669,7.96520781517029,8.4046585559845,15.2914214134216,26.0019061565399
4.78263878822327,5.17193126678467,5.76137900352478,6.12211203575134,6.74076056480408,7.18462228775024,7.45635437965393,7.91628527641296,8.52989387512207,15.2900612354279,26.0522129535675
4.74138808250427,5.21452903747559,5.69541478157043,6.23802304267883,6.60349464416504,7.01142740249634,7.55420470237732,7.99416089057922,8.36995983123779,15.2702281475067,26.0660219192505
4.6770191192627,5.28680801391602,5.7438325881958,6.13918256759644,6.741868019104,7.00083470344543,7.54807281494141,7.91021275520325,8.52318120002747,15.3637309074402,26.0407612323761
4.85101175308228,5.09674263000488,5.83474636077881,6.12992310523987,6.55817031860352,6.97842049598694,7.57402801513672,8.07822442054749,8.4604275226593,15.2551867961884,25.9524872303009
4.77138423919678,5.24295234680176,5.71023988723755,6.16299748420715,6.64488434791565,7.12301135063171,7.43102860450745,7.95522141456604,8.44972038269043,15.3521990776062,25.946503162384
4.7945020198822,5.1888222694397,5.77695655822754,6.15740847587585,6.59481549263,7.12832999229431,7.45014715194702,8.01893901824951,8.52407264709473,15.3242695331573,26.0636687278748
4.75898432731628,5.27221393585205,5.70047736167908,6.13447952270508,6.71450901031494,7.14006185531616,7.44605159759521,8.00236582756042,8.4758415222168,15.3308391571045,25.9276487827301
4.72896409034729,5.20827865600586,5.68708658218384,6.17040991783142,6.61419081687927,7.0412974357605,7.60879731178284,7.92115116119385,8.45863437652588,15.2551326751709,26.0313415527344
4.78315806388855,5.20352983474731,5.77782893180847,6.10341024398804,6.66913533210754,7.00393843650818,7.57093596458435,7.98302149772644,8.43862438201904,15.2925915718079,26.1066575050354
4.74313831329346,5.2298219203949,5.826007604599,6.12601065635681,6.65867257118225,7.12128114700317,7.50152063369751,7.94991779327393,8.48701667785645,15.2091548442841,25.8911900520325
4.84144973754883,5.27231383323669,5.76452016830444,6.20708155632019,6.69427132606506,7.10657691955566,7.44145250320435,7.96653985977173,8.51815533638,15.2115080356598,25.9101099967957
4.75575160980225,5.3360071182251,5.67374801635742,6.20946216583252,6.66825699806213,7.10185527801514,7.60109162330627,8.044673204422,8.40157318115234,15.2227866649628,25.9900302886963
4.75018739700317,5.21881675720215,5.7148163318634,6.08214497566223,6.67838478088379,7.1064624786377,7.47510766983032,8.01064348220825,8.33994674682617,15.4450044631958,25.9900951385498
4.75930833816528,5.24617576599121,5.7837176322937,6.18292570114136,6.74704051017761,7.16670989990234,7.5873908996582,7.99998188018799,8.49994301795959,15.3137402534485,25.9530539512634
4.7527642250061,5.26058387756348,5.7422239780426,6.20060443878174,6.69749450683594,6.97264266014099,7.43853521347046,8.04838395118713,8.51340889930725,15.3376426696777,25.8963587284088
4.76431369781494,5.23839020729065,5.7572922706604,6.24817085266113,6.6199803352356,7.15356397628784,7.56527090072632,7.9419367313385,8.43392539024353,15.3049311637878,25.8494884967804
4.72296619415283,5.18766212463379,5.75361156463623,6.2697389125824,6.71087908744812,7.01075077056885,7.61443495750427,8.08289694786072,8.46186685562134,15.420220375061,26.0575776100159
4.7627329826355,5.18161678314209,5.76008319854736,6.22593593597412,6.51824498176575,7.07083082199097,7.48233008384705,8.02285599708557,8.43439626693726,15.2011988162994,25.9130642414093
